# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../SDv2.2_Genes.gff" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-o" "counts/3.5-4.txt" "starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam
TCAL_16769	Chromosome_12	4900900	4902004	-	1105	0
TCAL_15518	Chromosome_12	3736595	3738734	-	2140	9
TCAL_15519	Chromosome_12	3754066	3757183	-	3118	142
TCAL_13410	Chromosome_12	13513536	13518046	+	4511	4
TCAL_12329	Chromosome_12	6141832	6142506	+	675	0
TCAL_12322	Chromosome_12	5975760	5976595	+	836	0
TCAL_12323	Chromosome_12	10069437	10082684	+	13248	33
TCAL_12320	Chromosome_12	5918182	5920797	-	2616	0
TCAL_12321	Chromosome_12	5964416	5966438	+	2023	0
TCAL_12327	Chromosome_12	6157870	6169886	+	12017	291
TCAL_12324	Chromosome_12	10042002	10053527	-	11526	22
TCAL_13756	Chromosome_12	492531	496724	+	4194	4224
TCAL_13750	Chromosome_12	13789457	13802927	+	13471	151
TCAL_07743	Chromosome_12	8882664	8884161	+	1498	3
TCAL_10478	Chromosome_12	5873431	5874156	-	726	1
TCAL_10479	Chromosome_12	5855810	5859181	-	3372	259
TCAL_13166	Chromosome_12	10944465	10955031	-	10567	203
TCAL_14027	Chromosome_12	12128679	12129185	+	507	518
TCAL_17464	Chromosome_12	12118656	12119117	-	462	17
TCAL_09014	Chromosome_12	10475018	10476629	+	1612	78
TCAL_09015	Chromosome_12	10477991	10486391	-	8401	159
TCAL_09016	Chromosome_12	10492905	10501724	-	8820	276
TCAL_09010	Chromosome_12	10415947	10418949	+	3003	57
TCAL_09011	Chromosome_12	10425967	10429162	-	3196	132
TCAL_09012	Chromosome_12	10447133	10455006	-	7874	6
TCAL_09013	Chromosome_12	10469864	10472899	+	3036	32
TCAL_13590	Chromosome_12	6361980	6364059	+	2080	4
TCAL_13591	Chromosome_12	6352492	6353663	+	1172	0
TCAL_11739	Chromosome_12	17469863	17474335	-	4473	55
TCAL_13776	Chromosome_12	52407	53330	-	924	5613
TCAL_03972	Chromosome_12	8620565	8621123	+	559	0
TCAL_10450	Chromosome_12	15882576	15884613	+	2038	3494
TCAL_10451	Chromosome_12	15863522	15867713	-	4192	0
TCAL_09373	Chromosome_12	8094257	8095552	+	1296	23
TCAL_09372	Chromosome_12	8074206	8082220	+	8015	692
TCAL_09375	Chromosome_12	8122557	8137472	+	14916	120
TCAL_09374	Chromosome_12	8117280	8118983	+	1704	1002
TCAL_09377	Chromosome_12	8137477	8139918	-	2442	227
TCAL_09379	Chromosome_12	8155561	8158284	+	2724	251
TCAL_09378	Chromosome_12	8142337	8151702	+	9366	15
TCAL_14489	Chromosome_12	17787948	17788841	+	894	1
TCAL_14488	Chromosome_12	17693831	17694652	-	822	4
TCAL_14485	Chromosome_12	17527244	17530474	+	3231	0
TCAL_14484	Chromosome_12	17364350	17376813	-	12464	2
TCAL_14487	Chromosome_12	17685967	17686308	-	342	3
TCAL_14486	Chromosome_12	17675696	17680217	-	4522	0
TCAL_14481	Chromosome_12	16263495	16264347	+	853	0
TCAL_14480	Chromosome_12	16055300	16064029	+	8730	1
TCAL_14483	Chromosome_12	16978213	16980802	-	2590	0
TCAL_14482	Chromosome_12	16564684	16568905	-	4222	0
TCAL_15428	Chromosome_12	8278245	8279916	+	1672	2
TCAL_15429	Chromosome_12	8369521	8371381	+	1861	0
TCAL_12369	Chromosome_12	339218	340981	+	1764	3
TCAL_14500	Chromosome_12	4675104	4675677	+	574	0
TCAL_12991	Chromosome_12	7813011	7814465	+	1455	94
TCAL_12990	Chromosome_12	7801957	7808008	-	6052	30
TCAL_12992	Chromosome_12	7815919	7818847	-	2929	2
TCAL_06305	Chromosome_12	4634721	4644748	-	10028	52
TCAL_06304	Chromosome_12	4624512	4631021	-	6510	83
TCAL_06306	Chromosome_12	4644722	4647966	+	3245	1246
TCAL_06300	Chromosome_12	4573904	4581203	-	7300	197
TCAL_06303	Chromosome_12	4618416	4640146	+	21731	3
TCAL_06302	Chromosome_12	4609923	4610708	-	786	0
TCAL_13719	Chromosome_12	12226379	12226693	+	315	0
TCAL_04345	Chromosome_12	5316128	5338619	+	22492	96
TCAL_04344	Chromosome_12	5311714	5315134	-	3421	105
TCAL_04343	Chromosome_12	5297099	5299620	-	2522	419
TCAL_04342	Chromosome_12	5294593	5296475	-	1883	98
TCAL_04341	Chromosome_12	5289640	5293884	-	4245	0
TCAL_04340	Chromosome_12	5274631	5279473	+	4843	2539
TCAL_04348	Chromosome_12	5361639	5362619	-	981	2
TCAL_15408	Chromosome_12	12090928	12093448	+	2521	0
TCAL_15409	Chromosome_12	1383953	1389676	+	5724	2
TCAL_15406	Chromosome_12	11317380	11323442	-	6063	4
TCAL_15407	Chromosome_12	11374542	11375918	+	1377	3
TCAL_15404	Chromosome_12	91592	95595	+	4004	0
TCAL_15405	Chromosome_12	10963215	10968047	+	4833	230
TCAL_09937	Chromosome_12	3130475	3132026	+	1552	77
TCAL_09936	Chromosome_12	3122005	3129373	+	7369	61
TCAL_09935	Chromosome_12	3118235	3120528	+	2294	1107
TCAL_09939	Chromosome_12	3146286	3158011	-	11726	184
TCAL_09938	Chromosome_12	3136542	3140464	+	3923	128
TCAL_13969	Chromosome_12	4283009	4288070	-	5062	75
TCAL_13968	Chromosome_12	6456184	6456881	+	698	1
TCAL_13960	Chromosome_12	5625759	5628229	-	2471	14
TCAL_12326	Chromosome_12	6212546	6215490	-	2945	0
TCAL_13388	Chromosome_12	9058207	9064955	-	6749	617
TCAL_13386	Chromosome_12	9018338	9020225	-	1888	35
TCAL_13385	Chromosome_12	8996675	9016020	-	19346	1
TCAL_13384	Chromosome_12	12232533	12234736	-	2204	20
TCAL_13382	Chromosome_12	12250327	12254294	+	3968	0
TCAL_13381	Chromosome_12	12254929	12264680	+	9752	1
TCAL_13380	Chromosome_12	12266553	12270459	-	3907	0
TCAL_13739	Chromosome_12	12869187	12870663	-	1477	3
TCAL_13736	Chromosome_12	10578716	10579861	+	1146	7
TCAL_13731	Chromosome_12	7581331	7582280	-	950	0
TCAL_13489	Chromosome_12	13319379	13320839	-	1461	1857
TCAL_17450	Chromosome_12	13956587	13958039	-	1453	330
TCAL_13354	Chromosome_12	4144135	4146230	-	2096	0
TCAL_17446	Chromosome_12	4200590	4202541	+	1952	0
TCAL_15460	Chromosome_12	13519840	13520206	-	367	0
TCAL_15462	Chromosome_12	13575000	13575318	-	319	0
TCAL_15463	Chromosome_12	13684672	13685607	-	936	1
TCAL_15464	Chromosome_12	13693827	13694147	+	321	0
TCAL_15465	Chromosome_12	13876442	13877894	+	1453	7439
TCAL_15466	Chromosome_12	13885074	13888792	-	3719	146
TCAL_15467	Chromosome_12	14066750	14079027	-	12278	320
TCAL_15468	Chromosome_12	14236979	14239647	-	2669	6
TCAL_15469	Chromosome_12	14295613	14295870	+	258	0
TCAL_12011	Chromosome_12	3973208	3974639	-	1432	1
TCAL_12012	Chromosome_12	3994310	4000609	-	6300	21
TCAL_13944	Chromosome_12	14643372	14644416	+	1045	0
TCAL_13056	Chromosome_12	3027291	3043642	-	16352	139
TCAL_13055	Chromosome_12	3020244	3026772	-	6529	98
TCAL_13054	Chromosome_12	2995216	3018021	-	22806	141
TCAL_15446	Chromosome_12	11375970	11415890	+	39921	182
TCAL_15447	Chromosome_12	11701629	11701891	-	263	0
TCAL_15444	Chromosome_12	11272247	11274701	-	2455	10
TCAL_15445	Chromosome_12	11347249	11353893	+	6645	0
TCAL_15441	Chromosome_12	1133403	1141322	+	7920	1
TCAL_12228	Chromosome_12	4339250	4344587	-	5338	308
TCAL_12227	Chromosome_12	4319291	4327941	-	8651	114
TCAL_06307	Chromosome_12	4649775	4651653	+	1879	98
TCAL_06301	Chromosome_12	4584592	4588028	+	3437	1166
TCAL_06308	Chromosome_12	4658466	4663371	-	4906	36
TCAL_14133	Chromosome_12	663085	663492	-	408	0
TCAL_12033	Chromosome_12	178330	187920	+	9591	31
TCAL_12036	Chromosome_12	220894	225352	-	4459	164
TCAL_12037	Chromosome_12	232104	245756	-	13653	198
TCAL_12034	Chromosome_12	211508	212679	-	1172	2
TCAL_12035	Chromosome_12	216167	220244	+	4078	40
TCAL_12039	Chromosome_12	243463	256268	+	12806	260
TCAL_15448	Chromosome_12	11776512	11789502	-	12991	6
TCAL_15449	Chromosome_12	1202340	1203723	+	1384	0
TCAL_15442	Chromosome_12	10948199	10948557	+	359	0
TCAL_15443	Chromosome_12	10971982	10975982	+	4001	2
TCAL_15440	Chromosome_12	10822304	10833119	-	10816	9
TCAL_13079	Chromosome_12	14212486	14213928	-	1443	6
TCAL_13071	Chromosome_12	7763044	7765204	-	2161	0
TCAL_13078	Chromosome_12	14207957	14211790	-	3834	0
TCAL_10727	Chromosome_12	6643452	6652403	-	8952	642
TCAL_09278	Chromosome_12	9782074	9791246	-	9173	436
TCAL_09279	Chromosome_12	9765282	9771434	-	6153	36
TCAL_09273	Chromosome_12	9895025	9901983	+	6959	406
TCAL_09274	Chromosome_12	9887924	9894016	+	6093	233
TCAL_09275	Chromosome_12	9827921	9843807	-	15887	245
TCAL_09276	Chromosome_12	9824713	9827055	+	2343	2
TCAL_09277	Chromosome_12	9793782	9802104	-	8323	70
TCAL_09891	Chromosome_12	1962590	1974849	+	12260	103
TCAL_07492	Chromosome_12	4868927	4869610	-	684	0
TCAL_07493	Chromosome_12	4888875	4891546	+	2672	1
TCAL_07490	Chromosome_12	4851710	4860537	-	8828	2
TCAL_07491	Chromosome_12	4854940	4860407	+	5468	0
TCAL_07494	Chromosome_12	4905889	4914095	-	8207	44
TCAL_07495	Chromosome_12	4916179	4923295	+	7117	524
TCAL_12205	Chromosome_12	1250705	1256478	-	5774	0
TCAL_12204	Chromosome_12	1234956	1244231	-	9276	30
TCAL_12207	Chromosome_12	1290090	1297153	+	7064	1
TCAL_12206	Chromosome_12	1278572	1285485	+	6914	464
TCAL_17441	Chromosome_12	12425105	12426069	-	965	2
TCAL_12948	Chromosome_12	11953799	11954774	-	976	1
TCAL_04321	Chromosome_12	5109179	5115015	-	5837	351
TCAL_04320	Chromosome_12	5098099	5104162	-	6064	226
TCAL_04323	Chromosome_12	5130691	5138476	-	7786	132
TCAL_04322	Chromosome_12	5119194	5130559	+	11366	23
TCAL_04325	Chromosome_12	5144024	5148739	-	4716	62
TCAL_04324	Chromosome_12	5141603	5143772	+	2170	84
TCAL_04327	Chromosome_12	5157903	5159168	+	1266	5789
TCAL_04326	Chromosome_12	5149742	5156449	+	6708	181
TCAL_04329	Chromosome_12	5164936	5179246	-	14311	484
TCAL_04328	Chromosome_12	5159174	5164376	-	5203	126
TCAL_04857	Chromosome_12	17596853	17600260	+	3408	5115
TCAL_04856	Chromosome_12	17633133	17633640	-	508	0
TCAL_04855	Chromosome_12	17644395	17648785	-	4391	74
TCAL_04852	Chromosome_12	17670908	17675568	-	4661	15
TCAL_04851	Chromosome_12	17743782	17746264	-	2483	0
TCAL_14518	Chromosome_12	6344137	6347327	-	3191	0
TCAL_14517	Chromosome_12	6356135	6356452	+	318	0
TCAL_14516	Chromosome_12	6244488	6244997	+	510	0
TCAL_14515	Chromosome_12	6201354	6205208	+	3855	0
TCAL_14514	Chromosome_12	6189991	6190310	-	320	0
TCAL_14513	Chromosome_12	6077891	6078304	-	414	0
TCAL_04859	Chromosome_12	17585126	17585925	-	800	57
TCAL_04858	Chromosome_12	17574019	17594281	+	20263	1608
TCAL_02983	Chromosome_12	7189194	7197110	-	7917	18
TCAL_02981	Chromosome_12	7181936	7188393	+	6458	207
TCAL_02980	Chromosome_12	7172718	7176379	-	3662	5
TCAL_02987	Chromosome_12	7227249	7242352	-	15104	12
TCAL_02986	Chromosome_12	7209111	7219605	-	10495	53
TCAL_02985	Chromosome_12	7205030	7206742	-	1713	643
TCAL_02984	Chromosome_12	7203132	7204564	+	1433	101
TCAL_02988	Chromosome_12	7245866	7250620	-	4755	718
TCAL_07801	Chromosome_12	2290941	2302756	-	11816	194
TCAL_07803	Chromosome_12	2316049	2319618	-	3570	332
TCAL_07804	Chromosome_12	2324182	2347724	-	23543	427
TCAL_13375	Chromosome_12	5657531	5658674	-	1144	0
TCAL_14077	Chromosome_12	13441651	13442254	+	604	0
TCAL_14072	Chromosome_12	13405144	13406132	+	989	0
TCAL_12817	Chromosome_12	5615441	5617581	-	2141	2
TCAL_12911	Chromosome_12	13322613	13324553	-	1941	5
TCAL_12910	Chromosome_12	13327629	13340329	-	12701	20
TCAL_12913	Chromosome_12	13301048	13308154	-	7107	975
TCAL_13799	Chromosome_12	4032833	4033541	+	709	0
TCAL_12076	Chromosome_12	15141110	15159151	-	18042	44
TCAL_12078	Chromosome_12	15191354	15200922	-	9569	27
TCAL_14535	Chromosome_12	9614097	9638914	+	24818	154
TCAL_14534	Chromosome_12	9272556	9272945	-	390	0
TCAL_14536	Chromosome_12	9647000	9647848	+	849	0
TCAL_14531	Chromosome_12	8705676	8706550	-	875	0
TCAL_14530	Chromosome_12	8705149	8705502	-	354	0
TCAL_14533	Chromosome_12	9172788	9176997	-	4210	224
TCAL_14532	Chromosome_12	9065757	9066014	-	258	0
TCAL_15486	Chromosome_12	16438446	16438835	-	390	0
TCAL_15487	Chromosome_12	16464486	16465002	-	517	3
TCAL_15485	Chromosome_12	16368010	16377315	+	9306	76
TCAL_15488	Chromosome_12	16396456	16397970	+	1515	0
TCAL_15489	Chromosome_12	16462894	16464363	+	1470	8
TCAL_04709	Chromosome_12	17244741	17251597	+	6857	2072
TCAL_04708	Chromosome_12	17262723	17267625	+	4903	14
TCAL_04707	Chromosome_12	17267763	17272967	-	5205	378
TCAL_04706	Chromosome_12	17284021	17288520	+	4500	268
TCAL_04705	Chromosome_12	17296065	17304112	+	8048	31
TCAL_04704	Chromosome_12	17311751	17321092	-	9342	3353
TCAL_04702	Chromosome_12	17327054	17328488	-	1435	543
TCAL_07755	Chromosome_12	8686935	8689691	+	2757	65
TCAL_07754	Chromosome_12	8689795	8696868	-	7074	6
TCAL_07756	Chromosome_12	8685104	8685667	+	564	10
TCAL_07751	Chromosome_12	8718797	8723771	-	4975	796
TCAL_07750	Chromosome_12	8725012	8734919	+	9908	289
TCAL_07753	Chromosome_12	8709991	8712573	-	2583	151
TCAL_07752	Chromosome_12	8714862	8716259	+	1398	126
TCAL_17457	Chromosome_12	10598188	10601018	-	2831	11
TCAL_13735	Chromosome_12	10569486	10572080	-	2595	0
TCAL_14507	Chromosome_12	5935993	5940704	+	4712	2
TCAL_09890	Chromosome_12	1925629	1928933	-	3305	181
TCAL_14501	Chromosome_12	5191085	5194721	+	3637	1
TCAL_14502	Chromosome_12	5478498	5478746	-	249	0
TCAL_14503	Chromosome_12	5540637	5547280	+	6644	18680
TCAL_16793	Chromosome_12	9589608	9596564	+	6957	26
TCAL_16792	Chromosome_12	9311238	9318284	-	7047	952
TCAL_16791	Chromosome_12	9263901	9269946	+	6046	9
TCAL_16790	Chromosome_12	9216608	9221715	+	5108	0
TCAL_15549	Chromosome_12	9175648	9176593	+	946	0
TCAL_15548	Chromosome_12	9137857	9138559	+	703	0
TCAL_15547	Chromosome_12	929477	932287	-	2811	1
TCAL_15546	Chromosome_12	8969357	8971234	-	1878	1
TCAL_15545	Chromosome_12	8867953	8869238	+	1286	35338
TCAL_15544	Chromosome_12	8570296	8584875	-	14580	7
TCAL_15543	Chromosome_12	8164363	8178262	+	13900	36
TCAL_15542	Chromosome_12	8004262	8010553	-	6292	312
TCAL_15541	Chromosome_12	7502624	7512413	+	9790	1
TCAL_15540	Chromosome_12	7471836	7472732	+	897	0
TCAL_11635	Chromosome_12	9058130	9058714	+	585	1
TCAL_17427	Chromosome_12	9152892	9153476	-	585	3
TCAL_03427	Chromosome_12	10159691	10167893	-	8203	133
TCAL_12797	Chromosome_12	12552282	12560908	-	8627	467
TCAL_12539	Chromosome_12	918705	922211	+	3507	27
TCAL_12538	Chromosome_12	924686	925323	-	638	3814
TCAL_08819	Chromosome_12	7939806	7955618	+	15813	333
TCAL_08818	Chromosome_12	7956135	7958025	-	1891	30
TCAL_08816	Chromosome_12	7955943	7963811	+	7869	744
TCAL_08814	Chromosome_12	7969138	7977057	-	7920	6
TCAL_08812	Chromosome_12	8013561	8014181	-	621	18
TCAL_08811	Chromosome_12	8017103	8028559	-	11457	81
TCAL_08810	Chromosome_12	8039488	8044585	-	5098	19
TCAL_14014	Chromosome_12	7670594	7675781	-	5188	3
TCAL_10490	Chromosome_12	5717078	5719764	-	2687	212
TCAL_04813	Chromosome_12	1736611	1738502	-	1892	26
TCAL_04812	Chromosome_12	1726844	1733470	-	6627	59
TCAL_04811	Chromosome_12	1725551	1726207	-	657	272
TCAL_04810	Chromosome_12	1715311	1723055	-	7745	32
TCAL_04725	Chromosome_12	16992811	17006467	+	13657	488
TCAL_04724	Chromosome_12	17019372	17026917	+	7546	1447
TCAL_04726	Chromosome_12	16967618	16986982	+	19365	219
TCAL_04721	Chromosome_12	17057755	17061689	-	3935	7
TCAL_04720	Chromosome_12	17074950	17077777	+	2828	20
TCAL_04723	Chromosome_12	17027018	17028152	+	1135	2295
TCAL_04722	Chromosome_12	17029097	17050797	+	21701	42
TCAL_04729	Chromosome_12	16915388	16917484	-	2097	1
TCAL_04728	Chromosome_12	16918927	16945964	-	27038	45
TCAL_13431	Chromosome_12	6508903	6510100	+	1198	22
TCAL_13430	Chromosome_12	6497164	6497877	-	714	3
TCAL_09568	Chromosome_12	15682093	15687815	+	5723	8
TCAL_09569	Chromosome_12	15703644	15707145	-	3502	0
TCAL_09560	Chromosome_12	15601883	15607449	-	5567	9
TCAL_09561	Chromosome_12	15609709	15623411	+	13703	39
TCAL_09562	Chromosome_12	15627167	15638989	-	11823	230
TCAL_09563	Chromosome_12	15649138	15653238	+	4101	1
TCAL_09564	Chromosome_12	15653927	15656801	-	2875	155
TCAL_09565	Chromosome_12	15662270	15663320	+	1051	5
TCAL_09566	Chromosome_12	15663826	15668182	-	4357	28
TCAL_09567	Chromosome_12	15669735	15672041	-	2307	0
TCAL_14039	Chromosome_12	16249022	16250716	+	1695	0
TCAL_09384	Chromosome_12	8190163	8194532	+	4370	86
TCAL_09385	Chromosome_12	8190114	8198998	-	8885	16
TCAL_09386	Chromosome_12	8211444	8212758	+	1315	0
TCAL_09387	Chromosome_12	8224408	8231227	+	6820	4
TCAL_09381	Chromosome_12	8178242	8189748	-	11507	225
TCAL_09382	Chromosome_12	8184890	8188242	+	3353	186
TCAL_12515	Chromosome_12	17957376	17967802	-	10427	2
TCAL_12517	Chromosome_12	17921993	17930764	+	8772	276
TCAL_12516	Chromosome_12	17930762	17934089	-	3328	1943
TCAL_12518	Chromosome_12	17915124	17918910	+	3787	94
TCAL_02969	Chromosome_12	7061887	7064553	+	2667	9
TCAL_02968	Chromosome_12	7057048	7060276	+	3229	23
TCAL_02965	Chromosome_12	7035765	7038460	-	2696	271
TCAL_02964	Chromosome_12	7032290	7035320	+	3031	1031
TCAL_02967	Chromosome_12	7043264	7044904	-	1641	32
TCAL_02966	Chromosome_12	7039529	7044904	+	5376	174
TCAL_02961	Chromosome_12	7008026	7009234	-	1209	606
TCAL_02960	Chromosome_12	6999806	7001318	-	1513	224
TCAL_02962	Chromosome_12	7013715	7016477	+	2763	707
TCAL_14012	Chromosome_12	12862037	12863590	+	1554	45
TCAL_15503	Chromosome_12	1747955	1752349	+	4395	0
TCAL_15502	Chromosome_12	17790707	17791345	-	639	0
TCAL_15501	Chromosome_12	17874192	17874846	+	655	0
TCAL_15500	Chromosome_12	17837451	17838196	+	746	467
TCAL_15507	Chromosome_12	2434419	2434821	-	403	0
TCAL_15506	Chromosome_12	2239590	2240709	-	1120	72
TCAL_15505	Chromosome_12	227195	229240	-	2046	38
TCAL_15504	Chromosome_12	226244	227158	-	915	0
TCAL_15509	Chromosome_12	284324	321104	+	36781	30
TCAL_15508	Chromosome_12	2761062	2761414	+	353	2
TCAL_08853	Chromosome_12	8397767	8400237	+	2471	33
TCAL_08852	Chromosome_12	8406406	8408807	+	2402	1
TCAL_08851	Chromosome_12	8414931	8431397	+	16467	1085
TCAL_08850	Chromosome_12	8431675	8437997	-	6323	12
TCAL_08857	Chromosome_12	8379787	8383602	+	3816	14
TCAL_08855	Chromosome_12	8392739	8396081	+	3343	2
TCAL_08854	Chromosome_12	8384383	8396463	-	12081	4
TCAL_08859	Chromosome_12	8358920	8359534	+	615	1
TCAL_08858	Chromosome_12	8356632	8361865	-	5234	2
TCAL_13813	Chromosome_12	12343608	12358344	-	14737	24
TCAL_13811	Chromosome_12	16555310	16557399	-	2090	20
TCAL_13368	Chromosome_12	15413753	15415018	-	1266	0
TCAL_14519	Chromosome_12	6404662	6406716	+	2055	0
TCAL_14512	Chromosome_12	650217	650771	+	555	2
TCAL_09881	Chromosome_12	1813145	1817373	+	4229	222
TCAL_14510	Chromosome_12	5930161	5931098	-	938	0
TCAL_10730	Chromosome_12	6676973	6686424	-	9452	2686
TCAL_12779	Chromosome_12	17824839	17834393	-	9555	11
TCAL_12778	Chromosome_12	17822483	17824133	+	1651	0
TCAL_12774	Chromosome_12	17753746	17757234	+	3489	0
TCAL_12777	Chromosome_12	17822319	17824126	-	1808	0
TCAL_12776	Chromosome_12	17772185	17772790	-	606	1
TCAL_10958	Chromosome_12	6959923	6960848	+	926	0
TCAL_15529	Chromosome_12	5706531	5715227	+	8697	37
TCAL_15528	Chromosome_12	5561374	5562203	-	830	64
TCAL_15521	Chromosome_12	4056142	4061976	+	5835	1
TCAL_15520	Chromosome_12	3897799	3900001	-	2203	0
TCAL_15523	Chromosome_12	4294569	4295332	+	764	0
TCAL_15522	Chromosome_12	4223414	4227339	+	3926	9
TCAL_15525	Chromosome_12	4517772	4520034	-	2263	3
TCAL_15524	Chromosome_12	4546299	4547196	+	898	0
TCAL_15527	Chromosome_12	4979461	4984705	+	5245	0
TCAL_15526	Chromosome_12	4711353	4717714	-	6362	250
TCAL_12800	Chromosome_12	12522121	12524221	+	2101	0
TCAL_13606	Chromosome_12	11466855	11477330	-	10476	2
TCAL_15424	Chromosome_12	5735335	5737064	-	1730	191
TCAL_15425	Chromosome_12	5949281	5954846	+	5566	5
TCAL_04563	Chromosome_12	3739474	3750171	-	10698	410
TCAL_04562	Chromosome_12	3757016	3765556	+	8541	611
TCAL_04789	Chromosome_12	1413135	1415442	-	2308	140
TCAL_13839	Chromosome_12	6320342	6323804	+	3463	47
TCAL_13838	Chromosome_12	6316778	6318066	+	1289	0
TCAL_09940	Chromosome_12	3215678	3221230	-	5553	29
TCAL_12719	Chromosome_12	11840809	11844743	+	3935	49
TCAL_12718	Chromosome_12	11858612	11863140	-	4529	779
TCAL_13448	Chromosome_12	16618932	16622219	+	3288	10
TCAL_13449	Chromosome_12	16638579	16651680	-	13102	5
TCAL_11628	Chromosome_12	9257759	9259245	+	1487	20237
TCAL_11627	Chromosome_12	9259396	9263573	-	4178	0
TCAL_06499	Chromosome_12	9480643	9484418	-	3776	133
TCAL_06498	Chromosome_12	9477845	9481478	+	3634	6
TCAL_06494	Chromosome_12	9437501	9441509	+	4009	27
TCAL_06496	Chromosome_12	9472622	9477559	+	4938	4
TCAL_06491	Chromosome_12	9361656	9372181	+	10526	40
TCAL_06490	Chromosome_12	9349780	9353249	+	3470	391
TCAL_06493	Chromosome_12	9415676	9423225	+	7550	5
TCAL_06492	Chromosome_12	9380414	9403030	+	22617	612
TCAL_10367	Chromosome_12	6695136	6703358	-	8223	58
TCAL_10368	Chromosome_12	6712721	6724258	+	11538	21
TCAL_10369	Chromosome_12	6736458	6748689	+	12232	604
TCAL_10179	Chromosome_12	3510855	3512469	+	1615	64
TCAL_17419	Chromosome_12	3537955	3550627	-	12673	5274
TCAL_09447	Chromosome_12	5460552	5477696	+	17145	432
TCAL_09446	Chromosome_12	5480052	5481887	+	1836	1057
TCAL_09441	Chromosome_12	5524192	5534367	-	10176	99
TCAL_09449	Chromosome_12	5434013	5434657	-	645	0
TCAL_09448	Chromosome_12	5436952	5442441	-	5490	56
TCAL_17379	Chromosome_12	7849862	7850274	+	413	5
TCAL_17380	Chromosome_12	7844259	7844672	+	414	0
TCAL_03007	Chromosome_12	7385175	7385588	+	414	2
TCAL_04541	Chromosome_12	1021609	1028631	-	7023	897
TCAL_04540	Chromosome_12	989176	1009183	+	20008	27
TCAL_04547	Chromosome_12	1107645	1133050	-	25406	579
TCAL_04549	Chromosome_12	3883737	3890181	+	6445	500
TCAL_04548	Chromosome_12	1143775	1155068	+	11294	211
TCAL_10961	Chromosome_12	6912927	6914254	+	1328	117
TCAL_13271	Chromosome_12	16084420	16090989	-	6570	112
TCAL_03973	Chromosome_12	8615162	8615590	+	429	0
TCAL_03974	Chromosome_12	8564688	8566792	+	2105	2
TCAL_16739	Chromosome_12	11518685	11525680	+	6996	383
TCAL_16738	Chromosome_12	10851704	10852616	+	913	0
TCAL_16735	Chromosome_12	10623736	10637153	+	13418	38
TCAL_16734	Chromosome_12	1041024	1041982	-	959	1
TCAL_16737	Chromosome_12	10845762	10848818	+	3057	11
TCAL_16736	Chromosome_12	10692897	10775971	+	83075	80
TCAL_16733	Chromosome_12	158138	159594	+	1457	0
TCAL_16732	Chromosome_12	584	12929	+	12346	4
TCAL_10770	Chromosome_12	13115737	13139286	-	23550	1076
TCAL_14470	Chromosome_12	13571351	13571716	-	366	0
TCAL_14471	Chromosome_12	14902422	14904192	+	1771	0
TCAL_14472	Chromosome_12	15026503	15040591	-	14089	2
TCAL_14473	Chromosome_12	15124571	15136703	-	12133	32
TCAL_14474	Chromosome_12	15217912	15218490	+	579	0
TCAL_14475	Chromosome_12	15336195	15336910	-	716	0
TCAL_14476	Chromosome_12	15347127	15348408	-	1282	0
TCAL_14477	Chromosome_12	15275703	15278735	-	3033	0
TCAL_14478	Chromosome_12	15643497	15643733	-	237	0
TCAL_14479	Chromosome_12	1614149	1617815	-	3667	35
TCAL_13376	Chromosome_12	5655728	5657191	+	1464	0
TCAL_13644	Chromosome_12	11174879	11187066	+	12188	3
TCAL_13645	Chromosome_12	11132378	11142814	+	10437	11
TCAL_13643	Chromosome_12	11209193	11215281	-	6089	26
TCAL_06309	Chromosome_12	4665007	4666854	+	1848	292
TCAL_17395	Chromosome_12	4773837	4775541	+	1705	2
TCAL_04546	Chromosome_12	1083668	1099812	-	16145	247
TCAL_12470	Chromosome_12	15438554	15448170	+	9617	27
