SeqName,Description
TCAL_15488-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_15520-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_15522-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_15632-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_16550-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_16917-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_16973-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_17036-PA,Similar to K02A2.6 Uncharacterized protein K02A2.6 (Caenorhabditis elegans)
TCAL_12635-PA,Similar to KIT Mast/stem cell growth factor receptor Kit (Gallus gallus)
TCAL_09240-PA,Similar to Klhdc8b Kelch domain-containing protein 8B (Mus musculus)
TCAL_06675-PA,Similar to Klhl12 Kelch-like protein 12 (Rattus norvegicus)
TCAL_17176-PA,Similar to KLHL14 Kelch-like protein 14 (Homo sapiens)
TCAL_13381-PA,Similar to Klhl35 Kelch-like protein 35 (Mus musculus)
TCAL_07896-PA,Similar to Klkb1 Plasma kallikrein (Rattus norvegicus)
TCAL_15921-PA,Similar to l(3)mbn Protein lethal(3)malignant blood neoplasm 1 (Drosophila melanogaster)
TCAL_15286-PA,Similar to Lac Lachesin (Drosophila melanogaster)
TCAL_08434-PA,Similar to LAC Lachesin (Schistocerca americana)
TCAL_15027-PA,Similar to LAC Lachesin (Schistocerca americana)
TCAL_00681-PA,Similar to lact-2 Beta-lactamase domain-containing protein 2 (Caenorhabditis elegans)
TCAL_03472-PA,Similar to lact-2 Beta-lactamase domain-containing protein 2 (Caenorhabditis elegans)
TCAL_08532-PA,Similar to lact-2 Beta-lactamase domain-containing protein 2 (Caenorhabditis elegans)
TCAL_09008-PA,Similar to lact-2 Beta-lactamase domain-containing protein 2 (Caenorhabditis elegans)
TCAL_11062-PA,Similar to lact-2 Beta-lactamase domain-containing protein 2 (Caenorhabditis elegans)
TCAL_11780-PA,Similar to let-653 Protein let-653 (Caenorhabditis elegans)
TCAL_15072-PA,Similar to lev-9 Protein lev-9 (Caenorhabditis elegans)
TCAL_11811-PA,Similar to licD Lipopolysaccharide cholinephosphotransferase LicD (Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd))
TCAL_11813-PA,Similar to licD Lipopolysaccharide cholinephosphotransferase LicD (Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd))
TCAL_10270-PA,Similar to Lrmda Leucine-rich melanocyte differentiation-associated protein (Mus musculus)
TCAL_11393-PA,Similar to Lrp2 Low-density lipoprotein receptor-related protein 2 (Mus musculus)
TCAL_05946-PA,Similar to MAM and LDL-receptor class A domain-containing protein 1 (Fragment) (Acropora millepora)
TCAL_13011-PA,Similar to Manbal Protein MANBAL (Mus musculus)
TCAL_07808-PA,"Similar to Mannan endo-1,4-beta-mannosidase (Mytilus edulis)"
TCAL_06927-PA,Similar to MCC Colorectal mutant cancer protein (Homo sapiens)
TCAL_14428-PA,Similar to Mcm3ap Germinal-center associated nuclear protein (Mus musculus)
TCAL_01563-PA,Similar to MDN1 Midasin (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
TCAL_07483-PA,Similar to MIMI_L609 Uncharacterized protein L609 (Acanthamoeba polyphaga mimivirus)
TCAL_12911-PA,Similar to MIMI_L609 Uncharacterized protein L609 (Acanthamoeba polyphaga mimivirus)
TCAL_14272-PA,Similar to Mite allergen Lep d 7 (Lepidoglyphus destructor)
TCAL_14848-PA,Similar to MJ0674 Uncharacterized protein MJ0674 (Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440))
TCAL_14997-PA,Similar to MJ1221 Uncharacterized protein MJ1221 (Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440))
TCAL_04590-PA,Similar to MKRN2OS MKRN2 opposite strand protein (Homo sapiens)
TCAL_17214-PA,Similar to Mlph Melanophilin (Mus musculus)
TCAL_06223-PA,Similar to Mmp9 Matrix metalloproteinase-9 (Mus musculus)
TCAL_05811-PA,Similar to moxd1 DBH-like monooxygenase protein 1 homolog (Danio rerio)
TCAL_01826-PA,Similar to Mrc1 Macrophage mannose receptor 1 (Mus musculus)
TCAL_00650-PA,"Similar to mRpL19 39S ribosomal protein L19, mitochondrial (Drosophila melanogaster)"
TCAL_06670-PA,"Similar to mRpL32 39S ribosomal protein L32, mitochondrial (Drosophila melanogaster)"
TCAL_00049-PA,"Similar to MRPL53 39S ribosomal protein L53, mitochondrial (Homo sapiens)"
TCAL_02994-PA,"Similar to msta Protein msta, isoform A (Drosophila melanogaster)"
TCAL_03170-PA,"Similar to msta Protein msta, isoform B (Drosophila melanogaster)"
TCAL_14684-PA,Similar to NaCP60E Sodium channel protein 60E (Drosophila melanogaster)
TCAL_13025-PA,Similar to Neuroparsin-A (Locusta migratoria)
TCAL_00089-PA,Similar to NFE2L3 Nuclear factor erythroid 2-related factor 3 (Homo sapiens)
TCAL_09719-PA,Similar to Ninj2 Ninjurin-2 (Mus musculus)
TCAL_14717-PA,Similar to Nnmt Nicotinamide N-methyltransferase (Mus musculus)
TCAL_09036-PA,Similar to nol12 Nucleolar protein 12 (Xenopus tropicalis)
TCAL_15010-PA,Similar to Notch2 Neurogenic locus notch homolog protein 2 (Mus musculus)
TCAL_09397-PA,Similar to NT1 Neurotrophin 1 (Drosophila melanogaster)
TCAL_09409-PA,Similar to NT1 Neurotrophin 1 (Drosophila melanogaster)
TCAL_09662-PA,Similar to NT1 Neurotrophin 1 (Drosophila melanogaster)
TCAL_09663-PA,Similar to NT1 Neurotrophin 1 (Drosophila melanogaster)
TCAL_09664-PA,Similar to NT1 Neurotrophin 1 (Drosophila melanogaster)
TCAL_13247-PA,Similar to NT1 Neurotrophin 1 (Drosophila melanogaster)
TCAL_06544-PA,Similar to NUC1 Mitochondrial nuclease (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
TCAL_08215-PA,Similar to nuf2 Kinetochore protein Nuf2 (Danio rerio)
TCAL_01463-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_07268-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_11318-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_12525-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_13279-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_13280-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_15553-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_16939-PA,Similar to obst-E Protein obstructor-E (Drosophila melanogaster)
TCAL_09589-PA,Similar to OSTM1 Osteopetrosis-associated transmembrane protein 1 (Homo sapiens)
TCAL_01375-PA,Similar to Otoa Otoancorin (Mus musculus)
TCAL_01350-PA,Similar to otu Protein ovarian tumor locus (Drosophila melanogaster)
TCAL_06757-PA,Similar to oxlT Oxalate:formate antiporter (Oxalobacter formigenes)
TCAL_15181-PA,Similar to oxnad1 Oxidoreductase NAD-binding domain-containing protein 1 (Danio rerio)
TCAL_15577-PA,Similar to P2RX4 P2X purinoceptor 4 (Homo sapiens)
TCAL_07887-PA,Similar to Pald1 Paladin (Mus musculus)
TCAL_16491-PA,Similar to Pathogen-related protein (Hordeum vulgare)
TCAL_09501-PA,Similar to Perlucin (Haliotis laevigata)
TCAL_10976-PA,Similar to PF11_0240 Dynein heavy chain-like protein PF11_0240 (Plasmodium falciparum (isolate 3D7))
TCAL_04417-PA,Similar to PF13_0198 Reticulocyte-binding protein 2 homolog a (Plasmodium falciparum (isolate 3D7))
TCAL_12542-PA,Similar to PF13_0198 Reticulocyte-binding protein 2 homolog a (Plasmodium falciparum (isolate 3D7))
TCAL_14309-PA,Similar to Phospholipase A2 (Hadrurus gertschi)
TCAL_01214-PA,Similar to pik3ip1 Phosphoinositide-3-kinase-interacting protein 1 (Danio rerio)
TCAL_02836-PA,Similar to Plau Urokinase-type plasminogen activator (Rattus norvegicus)
TCAL_13109-PA,Similar to plcxd1 PI-PLC X domain-containing protein 1 (Danio rerio)
TCAL_11558-PA,Similar to pol RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster)
TCAL_16841-PA,Similar to POLR2M DNA-directed RNA polymerase II subunit GRINL1A (Bos taurus)
TCAL_17274-PA,Similar to ppk11 Pickpocket protein 11 (Drosophila melanogaster)
TCAL_03660-PA,Similar to ppk28 Pickpocket protein 28 (Drosophila melanogaster)
TCAL_06199-PA,Similar to ppk28 Pickpocket protein 28 (Drosophila melanogaster)
TCAL_07234-PA,Similar to ppk28 Pickpocket protein 28 (Drosophila melanogaster)
TCAL_10745-PA,Similar to ppk28 Pickpocket protein 28 (Drosophila melanogaster)
TCAL_08169-PA,Similar to Protein snakeskin (Bombyx mori)
TCAL_10739-PA,Similar to PSAPL1 Proactivator polypeptide-like 1 (Homo sapiens)
TCAL_09717-PA,Similar to Putative uncharacterized protein ENSP00000383309 (Homo sapiens)
TCAL_11821-PA,Similar to QSER1 Glutamine and serine-rich protein 1 (Homo sapiens)
TCAL_14606-PA,Similar to Rbbp6 E3 ubiquitin-protein ligase RBBP6 (Mus musculus)
TCAL_02427-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_03107-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_03542-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_06573-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_08450-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_08832-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_08859-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_09040-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_09763-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_09765-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_10657-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_11945-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_12032-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_12217-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_12219-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_12441-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_14380-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_15338-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_16056-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_16370-PA,Similar to resilin Pro-resilin (Drosophila melanogaster)
TCAL_17034-PA,Similar to Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Nicotiana tabacum)
TCAL_15596-PA,Similar to ric-3 Resistance to inhibitors of cholinesterase protein 3 (Caenorhabditis elegans)
TCAL_14387-PA,Similar to ROBO3 Roundabout homolog 3 (Homo sapiens)
TCAL_08812-PA,Similar to rost Protein rolling stone (Drosophila melanogaster)
TCAL_11164-PA,Similar to rost Protein rolling stone (Drosophila melanogaster)
TCAL_12659-PA,Similar to rost Protein rolling stone (Drosophila melanogaster)
TCAL_07985-PA,Similar to RPTN Repetin (Homo sapiens)
TCAL_17263-PA,Similar to RSF1 Remodeling and spacing factor 1 (Homo sapiens)
TCAL_03487-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_03489-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_06874-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_07481-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_07809-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_09352-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_10568-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_11452-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_12102-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_13404-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_14697-PA,Similar to S Protein Star (Drosophila melanogaster)
TCAL_09059-PA,Similar to sas Putative epidermal cell surface receptor (Drosophila melanogaster)
TCAL_14237-PA,Similar to SCAPER S phase cyclin A-associated protein in the endoplasmic reticulum (Homo sapiens)
TCAL_15539-PA,Similar to Sec1 Galactoside 2-alpha-L-fucosyltransferase 3 (Mus musculus)
TCAL_01192-PA,"Similar to SelD Selenide, water dikinase (Drosophila melanogaster)"
TCAL_05153-PA,Similar to selenom Selenoprotein M (Xenopus laevis)
TCAL_16443-PA,Similar to Serine protease inhibitor dipetalogastin (Fragment) (Dipetalogaster maximus)
TCAL_12254-PA,Similar to set-14 SET domain-containing protein 14 (Caenorhabditis elegans)
TCAL_15972-PA,"Similar to sif Protein still life, isoform SIF type 1 (Drosophila melanogaster)"
TCAL_14570-PA,Similar to slc22a15 Solute carrier family 22 member 15 (Xenopus laevis)
TCAL_08077-PA,Similar to slc39a1 Zinc transporter ZIP1 (Danio rerio)
TCAL_14679-PA,Similar to slc39a7 Zinc transporter Slc39a7 (Fragment) (Danio rerio)
TCAL_12513-PA,Similar to sll1783 Uncharacterized protein sll1783 (Synechocystis sp. (strain PCC 6803 / Kazusa))
TCAL_14965-PA,Similar to SMIM20 Small integral membrane protein 20 (Homo sapiens)
TCAL_07543-PA,Similar to SMKR1 Small lysine-rich protein 1 (Homo sapiens)
TCAL_01543-PA,Similar to sobpb Sine oculis-binding protein homolog (Danio rerio)
TCAL_17151-PA,Similar to SPAC458.02c Uncharacterized protein C458.02c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
TCAL_15617-PA,Similar to spata18 Mitochondria-eating protein (Danio rerio)
TCAL_01470-PA,Similar to spir Protein spire (Drosophila melanogaster)
TCAL_14876-PA,Similar to SPR Sex peptide receptor (Drosophila melanogaster)
TCAL_14947-PA,Similar to SPR Sex peptide receptor (Drosophila melanogaster)
TCAL_03659-PA,Similar to SPRR3 Small proline-rich protein 3 (Homo sapiens)
TCAL_03908-PA,Similar to SPRR3 Small proline-rich protein 3 (Oryctolagus cuniculus)
TCAL_11845-PA,Similar to spz5 Protein spaetzle 5 (Drosophila melanogaster)
TCAL_14510-PA,Similar to Sry-delta Serendipity locus protein delta (Drosophila melanogaster)
TCAL_01640-PA,Similar to SSPO SCO-spondin (Homo sapiens)
TCAL_03141-PA,Similar to stnA Protein stoned-A (Drosophila melanogaster)
TCAL_16786-PA,Similar to sup-17 Disintegrin and metalloproteinase domain-containing protein 10 homolog (Caenorhabditis elegans)
TCAL_04536-PA,Similar to susd4 Sushi domain-containing protein 4 (Danio rerio)
TCAL_11270-PA,Similar to SYNE1 Nesprin-1 (Homo sapiens)
TCAL_00028-PA,Similar to TARBP1 Probable methyltransferase TARBP1 (Homo sapiens)
TCAL_06155-PA,Similar to TBC1D19 TBC1 domain family member 19 (Homo sapiens)
TCAL_09666-PA,Similar to TEX264 Testis-expressed protein 264 (Homo sapiens)
TCAL_15866-PA,Similar to TFDP3 Transcription factor Dp family member 3 (Homo sapiens)
TCAL_16635-PA,Similar to TFG Protein TFG (Homo sapiens)
TCAL_03538-PA,Similar to tinc Protein tincar (Drosophila melanogaster)
TCAL_00060-PA,Similar to tipE Protein tipE (Drosophila melanogaster)
TCAL_00087-PA,Similar to tipE Protein tipE (Drosophila melanogaster)
TCAL_05629-PA,Similar to Tmem130 Transmembrane protein 130 (Mus musculus)
TCAL_12173-PA,Similar to TMEM181 Transmembrane protein 181 (Homo sapiens)
TCAL_03883-PA,Similar to Tmem268 Transmembrane protein 268 (Mus musculus)
TCAL_04755-PA,Similar to TNXB Tenascin-X (Homo sapiens)
TCAL_04112-PA,Similar to TP02_0602 Thioredoxin domain-containing protein (Theileria parva)
TCAL_06788-PA,Similar to TRIP11 Thyroid receptor-interacting protein 11 (Homo sapiens)
TCAL_10695-PA,Similar to tsl Torso-like protein (Drosophila melanogaster)
TCAL_07758-PA,Similar to Tsp2A Tetraspanin-2A (Drosophila melanogaster)
TCAL_03417-PA,Similar to Ttd14 TRPL translocation defect protein 14 (Drosophila melanogaster)
TCAL_10914-PA,Similar to Ttd14 TRPL translocation defect protein 14 (Drosophila melanogaster)
TCAL_15442-PA,Similar to UBP17 Ubiquitin carboxyl-terminal hydrolase 17 (Arabidopsis thaliana)
TCAL_12928-PA,Similar to unc-89 Muscle M-line assembly protein unc-89 (Caenorhabditis elegans)
TCAL_04296-PA,Similar to uzip Protein unzipped (Drosophila melanogaster)
TCAL_11168-PA,Similar to uzip Protein unzipped (Drosophila melanogaster)
TCAL_08653-PA,Similar to v1g226489 Ragulator complex protein LAMTOR5 homolog (Nematostella vectensis)
TCAL_15642-PA,Similar to VMO1 Vitelline membrane outer layer protein 1 (Gallus gallus)
TCAL_16615-PA,Similar to Washc3 WASH complex subunit 3 (Mus musculus)
TCAL_15071-PA,Similar to WBP2NL Postacrosomal sheath WW domain-binding protein (Homo sapiens)
TCAL_12135-PA,Similar to Wbp2nl Postacrosomal sheath WW domain-binding protein (Mus musculus)
TCAL_11252-PA,Similar to xerD Integrase/recombinase xerD homolog (Selenomonas ruminantium)
TCAL_08684-PA,Similar to Xrcc2 DNA repair protein XRCC2 (Mus musculus)
TCAL_09707-PA,Similar to ybiU Uncharacterized protein YbiU (Escherichia coli (strain K12))
TCAL_15298-PA,Similar to ybiU Uncharacterized protein YbiU (Escherichia coli (strain K12))
TCAL_06871-PA,Similar to yfbL Uncharacterized protein YfbL (Escherichia coli (strain K12))
TCAL_06353-PA,Similar to YPL264C Probable transport protein YPL264C (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
TCAL_09882-PA,Similar to Zc2hc1b Zinc finger C2HC domain-containing protein 1B (Mus musculus)
TCAL_14467-PA,Similar to ZFAT Zinc finger protein ZFAT (Homo sapiens)
TCAL_03729-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_12463-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_13502-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_15876-PA,Similar to zig-8 Zwei Ig domain protein zig-8 (Caenorhabditis elegans)
TCAL_00735-PA,Similar to ZK550.6 Probable phytanoyl-CoA dioxygenase (Caenorhabditis elegans)
TCAL_00188-PA,Similar to znf395 Zinc finger protein 395 (Xenopus laevis)
TCAL_16933-PA,Similar to Znf672 Zinc finger protein 672 (Rattus norvegicus)
TCAL_17232-PA,Similar to ZNF692 Zinc finger protein 692 (Bos taurus)
TCAL_00863-PA,Similar to znf830 Zinc finger protein 830 (Xenopus laevis)
TCAL_14315-PA,Similar to zswim7 Zinc finger SWIM domain-containing protein 7 (Danio rerio)
TCAL_14557-PA,Similar to 27 kDa hemolymph protein (Galleria mellonella)
TCAL_04526-PA,Similar to A4GALT Lactosylceramide 4-alpha-galactosyltransferase (Fragment) (Gorilla gorilla gorilla)
TCAL_16354-PA,Similar to A4galt Lactosylceramide 4-alpha-galactosyltransferase (Mus musculus)
TCAL_14700-PA,Similar to ACBD6 Acyl-CoA-binding domain-containing protein 6 (Homo sapiens)
TCAL_13183-PA,Similar to ADGRG6 Adhesion G-protein coupled receptor G6 (Homo sapiens)
TCAL_09265-PA,Similar to adgrl4 Adhesion G protein-coupled receptor L4 (Danio rerio)
TCAL_11675-PA,Similar to AGTRAP Type-1 angiotensin II receptor-associated protein (Pongo abelii)
TCAL_00520-PA,Similar to AKAP17A A-kinase anchor protein 17A (Homo sapiens)
TCAL_13663-PA,Similar to AMBRA1 Activating molecule in BECN1-regulated autophagy protein 1 (Homo sapiens)
TCAL_03109-PA,Similar to ARB_04618 PI-PLC X domain-containing protein 1 (Arthroderma benhamiae (strain ATCC MYA-4681 / CBS 112371))
TCAL_00090-PA,Similar to ARFGEF3 Brefeldin A-inhibited guanine nucleotide-exchange protein 3 (Homo sapiens)
TCAL_10161-PA,Similar to ARID2 AT-rich interactive domain-containing protein 2 (Homo sapiens)
TCAL_05397-PA,Similar to asic1c Acid-sensing ion channel 1C (Danio rerio)
TCAL_00579-PA,Similar to asic4 Acid-sensing ion channel 4 (Danio rerio)
TCAL_04699-PA,Similar to Asic5 Acid-sensing ion channel 5 (Mus musculus)
TCAL_14439-PA,Similar to AVEN Cell death regulator Aven (Homo sapiens)
